file_name,file_path,file_type,size,album,artist,title,year,genre,duration,track,bitrate
AlbumArtSmall.jpg,./Music/chun yin yue/其他/AlbumArtSmall.jpg,.jpg,2941,,,AlbumArtSmall,,,,,
AlbumArt_{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397}_Large.jpg,./Music/chun yin yue/其他/AlbumArt_{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397}_Large.jpg,.jpg,12289,Large,{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397},AlbumArt,,,,,
AlbumArt_{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397}_Small.jpg,./Music/chun yin yue/其他/AlbumArt_{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397}_Small.jpg,.jpg,2941,Small,{AEDD0DB3-C8DC-48DF-B781-559A8B2C8397},AlbumArt,,,,,
Childhood Memory班得瑞.wma,./Music/chun yin yue/其他/Childhood Memory班得瑞.wma,.wma,1589464,日光海岸,班得瑞,Childhood Memory,k666,Green Music,195.86599999999999,2,64.024
desktop.ini,./Music/chun yin yue/其他/desktop.ini,.ini,359,,,desktop,,,,,
Folder.jpg,./Music/chun yin yue/其他/Folder.jpg,.jpg,12289,,,Folder,,,,,
Hero's Theme.mp3,./Music/chun yin yue/其他/Hero's Theme.mp3,.mp3,5861376,Kameo: Elements of Power Original Soundtrack,Kameo,Hero's Theme,2005,Game,187.5591836734694,5,249.93796135097492
Secret Garden - Dawn Of A New Century.mp3,./Music/chun yin yue/其他/Secret Garden - Dawn Of A New Century.mp3,.mp3,5982108,Secret Garden-Dreamcatcher,Secret Garden,Dawn of a New Century,,General Folk,373.79562152133576,18,128.0
口琴 - 爱尔兰画眉.mp3,./Music/chun yin yue/其他/口琴 - 爱尔兰画眉.mp3,.mp3,2743320,°®¶ûÀ¼»­Ã¼¿ÚÇÙÇúÂ¼Òô,yacure,°®¶ûÀ¼»­Ã¼¿ÚÇÙÇúÂ¼Òô,    ,Other,114.11785567815643,,192.0
吴金黛 - 森林狂想曲.mp3,./Music/chun yin yue/其他/吴金黛 - 森林狂想曲.mp3,.mp3,6698932,µ±´úÒôÀÖ¹Ý Ìý¼û´ó×ÔÈ»ÏµÁÐ É­ÁÖ¿ñÏëÇú,Îâ½ð÷ì,É­ÁÖ¿ñÏëÇú,1999-9-27,×ÔÈ»ÒôÀÖ¡¾Nature Music¡¿,278.997257205371,1,192.0
品茶轻音乐-灰姑娘.wma,./Music/chun yin yue/其他/品茶轻音乐-灰姑娘.wma,.wma,2546017,,品茶轻音乐,灰姑娘,,,313.983,,64.008
弥撒.mp3,./Music/chun yin yue/其他/弥撒.mp3,.mp3,5341184,The Mass ÃÖÈö                 ,Era                           ,The Mass                      ,2003,Other,221.07882693747354,1,192.0
征服天堂.mp3,./Music/chun yin yue/其他/征服天堂.mp3,.mp3,4614314,,,征服天堂,,Other,288.10248999121177,,128.0
我在那一角患过伤风.mp3,./Music/chun yin yue/其他/我在那一角患过伤风.mp3,.mp3,2699537,,,ÎÒÔÚÄÇÒ»½Ç»¼¹ýÉË·ç,,Other,112.36542663027546,,192.0
故乡的原风景.mp3,./Music/chun yin yue/其他/故乡的原风景.mp3,.mp3,4522574,http://www.f4666.com,,¹ÊÏçµÄÔ­·ç¾°,,Other,282.6092764378479,,128.0
爱尔兰画眉 风笛.mp3,./Music/chun yin yue/其他/爱尔兰画眉 风笛.mp3,.mp3,4587520,Song of the Irish Whistel,Joanie madden,Dow by the salley Gordens,1996,Other,229.35050160952594,2,160.0
许茹芸 - 如果云知道.mp3,./Music/chun yin yue/其他/许茹芸 - 如果云知道.mp3,.mp3,6667924,ÐíÈãÜ¿¸ÖÇÙ¼ÇÊÂ²¾,¸ÖÇÙÑÝ×à,Èç¹ûÔÆÖªµÀ,1999,Other,416.8640165688103,,128.0
轻音乐 - 滴答.mp3,./Music/chun yin yue/其他/轻音乐 - 滴答.mp3,.mp3,4694880,,轻音乐,滴答,,,234.73760000000001,,160.0
迎宾曲 感动中国 交响乐.mp3,./Music/chun yin yue/其他/迎宾曲 感动中国 交响乐.mp3,.mp3,5896705,,,¸Ð¶¯ÖÐ¹ú(½»ÏìÀÖ),2008,Blues,245.8235426695415,,192.0
1020640.mp3,./Music/chun yin yue/吉他曲1/1020640.mp3,.mp3,3591148,,,Track 00,0,Other,224.24221725071072,,128.0
Andy Mckee - Rylynn.mp3,./Music/chun yin yue/吉他曲1/Andy Mckee - Rylynn.mp3,.mp3,7819328,Art of Motion,Andy McKee,Rylynn,2005,Acoustic,313.75673469387755,12,199.36974440096577
Canon95.mp3,./Music/chun yin yue/吉他曲1/Canon95.mp3,.mp3,3622870,,,Canon95,,,226.39926569670934,,128.0
Depapepe - 真是个好日子呢.mp3,./Music/chun yin yue/吉他曲1/Depapepe - 真是个好日子呢.mp3,.mp3,5007446,Let's Go¡I¡I¡I,Depapepe,¯u¬O­Ó¦n¤é¤l©O,2005,CPop,206.94204081632654,11,193.52464024236303
He is a Pirate .mp3,./Music/chun yin yue/吉他曲1/He is a Pirate .mp3,.mp3,1239249,,,He is a Pirate,,,77.43750024411679,,128.0
like a lover.mp3,./Music/chun yin yue/吉他曲1/like a lover.mp3,.mp3,1311115,,earl klugh,like a lover,,,164.03332615884324,,64.0
Richmond Kelly - Red Rag To A Bull.mp3,./Music/chun yin yue/吉他曲1/Richmond Kelly - Red Rag To A Bull.mp3,.mp3,2642685,,Richmond Kelly,Red Rag To A Bull,,Other,164.896,,128.0
Sandra Bae - (Timbaland)apologize.mp3,./Music/chun yin yue/吉他曲1/Sandra Bae - (Timbaland)apologize.mp3,.mp3,4716321,,Sandra Bae,(Timbaland)apologize,,,196.50666666666666,,192.0
[]童年.mp3,./Music/chun yin yue/吉他曲1/[]童年.mp3,.mp3,2154162,,,[]童年,,,134.61397910360316,,128.0
[]遇见.mp3,./Music/chun yin yue/吉他曲1/[]遇见.mp3,.mp3,2155416,,,[]遇见,,,134.69234645054195,,128.0
听不到的恋人-给我爱 (乐队演奏版).wma,./Music/chun yin yue/吉他曲1/听不到的恋人-给我爱 (乐队演奏版).wma,.wma,1105109,唱片集,听不到的恋人,标题,我爱酷：woaiku.com,我爱酷：woaiku.com,136.0,9,64.024
听不到的恋人-给我爱 (木吉他演奏版).wma,./Music/chun yin yue/吉他曲1/听不到的恋人-给我爱 (木吉他演奏版).wma,.wma,1267329,听不到的恋人,电影原声带,10-给我爱(目吉他演奏版),2005,,156.0,10,64.024
听不到的恋人-阳光 (吉他演奏版).wma,./Music/chun yin yue/吉他曲1/听不到的恋人-阳光 (吉他演奏版).wma,.wma,2315719,听不到的恋人,电影原声带,06-阳光(吉他演奏版),2005,,286.0,6,64.024
士兵突击 - 吉他曲.mp3,./Music/chun yin yue/吉他曲1/士兵突击 - 吉他曲.mp3,.mp3,1642624,,士兵突击,¡¶Ê¿±øÍ»»÷¡·ÀïµÄ¼ªËûÇú2,,Other,102.39000097646714,,128.0
天下足球背景音乐.mp3,./Music/chun yin yue/吉他曲1/天下足球背景音乐.mp3,.mp3,7628954,Guitar Monster Vol. 1,Various Artists,Masazumi Ozawa / attraction,,Other,317.8206425901567,10,192.0
天空之城 - 木吉他版.mp3,./Music/chun yin yue/吉他曲1/天空之城 - 木吉他版.mp3,.mp3,4303847,Ä¾¼ªËû,¾ÃÊ¯ÈÃ,Ìì¿ÕÖ®³Ç Theme,    ,Jpop,268.67138755980864,10,128.0
川井宪次 - 今はその剣を置いて.mp3,./Music/chun yin yue/吉他曲1/川井宪次 - 今はその剣を置いて.mp3,.mp3,2511632,,川井宪次,今はその剣を置いて,,,104.6691689566701,,192.0
幽灵公主古典吉他版.mp3,./Music/chun yin yue/吉他曲1/幽灵公主古典吉他版.mp3,.mp3,1819132,,,幽灵公主古典吉他版,,Other,113.67377404550338,,128.0
杨雪霏 - I Believe.mp3,./Music/chun yin yue/吉他曲1/杨雪霏 - I Believe.mp3,.mp3,3452402,Romance De Amor,ÑîÑ©ö­,I Believe,,,215.15688201561144,,128.0
浪漫满屋 - 命运.mp3,./Music/chun yin yue/吉他曲1/浪漫满屋 - 命运.mp3,.mp3,1952415,ÀËÂþÂúÎÝµçÊÓÔ­Éù´óÜ¦,ÀËÂþÂúÎÝ,ÃüÔË(Semi Slow Instrumental),,Art Rock,122.06442688133174,,128.0
牵挂 听不到的恋人.mp3,./Music/chun yin yue/吉他曲1/牵挂 听不到的恋人.mp3,.mp3,1409068,ÁúÌÚ¾øÒôwww.tt90.com,Ìý²»µ½µÄÁµÈË,牵挂 听不到的恋人,ÁúÌÚ,Blues,88.050151352407,,128.0
给我爱 听不到的恋人.wma,./Music/chun yin yue/吉他曲1/给我爱 听不到的恋人.wma,.wma,1129143,酷蛋音乐 WWW.KU000.COM,酷蛋音乐 WWW.KU000.COM,酷蛋音乐 WWW.KU000.COM,酷蛋音乐 WWW.KU000.COM,酷蛋音乐 WWW.KU000.COM,139.0,4,64.024
AlbumArtSmall.jpg,./Music/chun yin yue/宫崎骏、久石让/AlbumArtSmall.jpg,.jpg,2837,,,AlbumArtSmall,,,,,
AlbumArt_{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0}_Large.jpg,./Music/chun yin yue/宫崎骏、久石让/AlbumArt_{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0}_Large.jpg,.jpg,12254,Large,{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0},AlbumArt,,,,,
AlbumArt_{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0}_Small.jpg,./Music/chun yin yue/宫崎骏、久石让/AlbumArt_{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0}_Small.jpg,.jpg,2837,Small,{C6C9EDF7-1A17-4D6B-9FC3-790E6B8C27C0},AlbumArt,,,,,
desktop.ini,./Music/chun yin yue/宫崎骏、久石让/desktop.ini,.ini,349,,,desktop,,,,,
Folder.jpg,./Music/chun yin yue/宫崎骏、久石让/Folder.jpg,.jpg,12254,,,Folder,,,,,
Mother.mp3,./Music/chun yin yue/宫崎骏、久石让/Mother.mp3,.mp3,2186621,Kikujiro,Joe Hisaishi,Mother,2004-11-09,,134.0448823207444,,128.0
One Summer's Day.mp3,./Music/chun yin yue/宫崎骏、久石让/One Summer's Day.mp3,.mp3,4228381,THE BEST OF CINEMA MUSIC,久石让,One Summer's Day,2011-09-07,,262.59948393150364,,128.0
Summer.mp3,./Music/chun yin yue/宫崎骏、久石让/Summer.mp3,.mp3,6222017,Kikujiro,Joe Hisaishi,Summer,2004-11-09,,386.4740636484479,,128.0
The Sun Also Rises.mp3,./Music/chun yin yue/宫崎骏、久石让/The Sun Also Rises.mp3,.mp3,3751506,The Sun Also Rises,Joe Hisaishi,The Sun Also Rises,2007,Other,93.78839266181204,21,320.0
Two_Hearts.mp3,./Music/chun yin yue/宫崎骏、久石让/Two_Hearts.mp3,.mp3,1989771,Kikujiro,Joe Hisaishi,Two Hearts,2004-11-09,,121.73067479865509,,128.0
ひこうき雲.mp3,./Music/chun yin yue/宫崎骏、久石让/ひこうき雲.mp3,.mp3,8118887,,ost,ひこうき雲,,,202.99996170783078,,320.0
久石让 - 幽灵公主.mp3,./Music/chun yin yue/宫崎骏、久石让/久石让 - 幽灵公主.mp3,.mp3,4469371,ÓÄÁé¹«Ö÷,¾ÃÊ¯ÈÃ,Ashitaka Sekki,    ,Anime,279.1463154912515,1,128.0
久石让 - 时间の城.mp3,./Music/chun yin yue/宫崎骏、久石让/久石让 - 时间の城.mp3,.mp3,3313664,Ìì¿ÕÖ®³Ç£¨½»ÏìÀÖ£©,¾ÃÊ¯ÈÃ,Ê±¼ä¤Î³Ç,,Anime,206.94547798066597,3,128.0
久石让 - 菊次郎的夏天.mp3,./Music/chun yin yue/宫崎骏、久石让/久石让 - 菊次郎的夏天.mp3,.mp3,3698688,ENCORE(ÈÕ±¾°æ),久石让,菊次郎的夏天,,Art Rock,154.13040907492544,,192.0
人生的旋转木马.mp3,./Music/chun yin yue/宫崎骏、久石让/人生的旋转木马.mp3,.mp3,5349784,¾ÃÊ¯ÈÃ¡¶ÇÙ»°ÃàÃà×î°®¾«Ñ¡¡·,ÇÒ½«»¨Ó°Ëé,ÈËÉúµÄÐýÞDÄ¾ñR -Piano Solo Ver,2008,,267.5078788636435,13,160.0
古典吉他 幽灵公主.mp3,./Music/chun yin yue/宫崎骏、久石让/古典吉他 幽灵公主.mp3,.mp3,6616110,,,古典吉他 幽灵公主,,Other,275.664,,192.0
宫崎峻 晴日 魔女宅急便.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎峻 晴日 魔女宅急便.mp3,.mp3,3675673,®c±T®m¥@¬É-¤ô´¹­µ¼Ö½gI,®c±T®m¥@¬É,´¸¤é-Å]¤k¦v«æ«K,,Japanese Unclassifiable,229.38484913582658,4,128.0
宫崎骏 - The Rose.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - The Rose.mp3,.mp3,5228544,¹¬Æé¿¥¶¯»­¸ÖÇÙºÏ¼¯,¹¬Æé¿¥,The rose,,Soundtrack,233.79591836734693,10,178.89807611731845
宫崎骏 - となりのトトロ.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - となりのトトロ.mp3,.mp3,5154688,宫崎骏动画钢琴合集,宫崎骏,となりのトトロ,,,322.21246763904225,,128.0
宫崎骏 - 千与千寻.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 千与千寻.mp3,.mp3,2166263,¿áÖíÒôÀÖ[kupig.cn],´¿ÒôÀÖ ¿áÖíÒôÀÖ[kupig.cn],Ç§ÓëÇ§Ñ°Æ¬Î²Çú¿ÚÇÙ°æ ¿áÖíÒôÀÖ[,,Other,135.4350191967644,,128.0
宫崎骏 - 千与千寻1.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 千与千寻1.mp3,.mp3,3723307,ÁÖÇä-¹¬Æé¿¥×¨¼­,ÁÖÇä-ÕÔÄþ,Ç§ÓëÇ§Ñ°,2006,Pop,232.7611492658337,1,128.0
宫崎骏 - 猫的报恩.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 猫的报恩.mp3,.mp3,4843158,,宫崎骏,猫的报恩,,Other,249.52163265306123,,155.2658644786432
宫崎骏 - 风之丘 - 魔女宅急便.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 风之丘 - 魔女宅急便.mp3,.mp3,3532507,ÐÂïLÖ®ø¶È,AGTM,ïLÖ®Çð,    ,Other,220.49615467239525,4,128.0
宫崎骏 - 风之谷 - 久石让 遥远的大地 演奏版.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 风之谷 - 久石让 遥远的大地 演奏版.mp3,.mp3,4085273,,宫崎骏,风之谷 - 久石让 遥远的大地 演奏版,,Other,254.98234937994337,,128.0
宫崎骏 - 风之谷 - 风之传说 钢琴演奏版.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 风之谷 - 风之传说 钢琴演奏版.mp3,.mp3,3396070,Symphonic Best Selection,¾ÃÊ¯×,A Wind Legend,    ,Other,212.47799539959868,1,128.0
宫崎骏 - 风之谷之娜乌西卡.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 风之谷之娜乌西卡.mp3,.mp3,4524076,¹¬Æé¿¥ÒôÀÖºÐ×÷Æ·¼¯1,¹¬Æé¿¥Òµ¼Ö²,·çÖ®¹ÈÖ®ÄR¯Q¦,,Other,282.59115320769456,7,128.0
宫崎骏 - 龙猫 - 久石让 风之古道 钢琴.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏 - 龙猫 - 久石让 风之古道 钢琴.mp3,.mp3,2208958,,宫崎骏,龙猫 - 久石让 风之古道 钢琴,,Other,220.4940713191862,,80.0
宫崎骏动画钢琴曲-The Time Of Cherries.mp3,./Music/chun yin yue/宫崎骏、久石让/宫崎骏动画钢琴曲-The Time Of Cherries.mp3,.mp3,4397056,¹¬Æé¿¥¶¯»­¸ÖÇÙºÏ¼¯,¹¬Æé¿¥,The time of cherries,,Soundtrack,194.4816326530612,12,180.81238582941572
更替的四季.mp3,./Music/chun yin yue/宫崎骏、久石让/更替的四季.mp3,.mp3,3478513,¹¬Æé¿¥¶¯»­ÒôÀÖ,Ä§Å®Õ¬¼±±ã,¸üÌæµÄËÄ¼¾,,Pop,217.36183575822673,,128.0
龙猫 do do ro.mp3,./Music/chun yin yue/宫崎骏、久石让/龙猫 do do ro.mp3,.mp3,4076678,                              ,¹¬Æé¿¥,ÁúÃ¨ ¡¶DO DO RO¡·Ö÷ÌâÇú,    ,,254.516,,128.0
龙猫-宫其峻 动漫音乐.mp3,./Music/chun yin yue/宫崎骏、久石让/龙猫-宫其峻 动漫音乐.mp3,.mp3,4120284,ÁúÃ¨,¹¬Æé¿¥,Ë®¾§ÒôÀÖ,,Other,258.1020740958254,,128.0
AlbumArtSmall.jpg,./Music/chun yin yue/影视原声/AlbumArtSmall.jpg,.jpg,7912,,,AlbumArtSmall,,,,,
AlbumArt_{4031D763-7143-4209-82B1-52FE333B4F5D}_Large.jpg,./Music/chun yin yue/影视原声/AlbumArt_{4031D763-7143-4209-82B1-52FE333B4F5D}_Large.jpg,.jpg,35957,Large,{4031D763-7143-4209-82B1-52FE333B4F5D},AlbumArt,,,,,
AlbumArt_{4031D763-7143-4209-82B1-52FE333B4F5D}_Small.jpg,./Music/chun yin yue/影视原声/AlbumArt_{4031D763-7143-4209-82B1-52FE333B4F5D}_Small.jpg,.jpg,8197,Small,{4031D763-7143-4209-82B1-52FE333B4F5D},AlbumArt,,,,,
AlbumArt_{5DBF13E1-5712-4446-B673-DCB05F7EC2EB}_Large.jpg,./Music/chun yin yue/影视原声/AlbumArt_{5DBF13E1-5712-4446-B673-DCB05F7EC2EB}_Large.jpg,.jpg,31918,Large,{5DBF13E1-5712-4446-B673-DCB05F7EC2EB},AlbumArt,,,,,
AlbumArt_{5DBF13E1-5712-4446-B673-DCB05F7EC2EB}_Small.jpg,./Music/chun yin yue/影视原声/AlbumArt_{5DBF13E1-5712-4446-B673-DCB05F7EC2EB}_Small.jpg,.jpg,7912,Small,{5DBF13E1-5712-4446-B673-DCB05F7EC2EB},AlbumArt,,,,,
desktop.ini,./Music/chun yin yue/影视原声/desktop.ini,.ini,294,,,desktop,,,,,
Double Dragon.mp3,./Music/chun yin yue/影视原声/Double Dragon.mp3,.mp3,2644016,Shaolin Soccer                ,Raymond Wong                  ,14.Double Dragon              ,2001,Other,108.90243934204187,14,192.0
Folder.jpg,./Music/chun yin yue/影视原声/Folder.jpg,.jpg,31918,,,Folder,,,,,
Hachi 电影原声 - Hachi Waiting For Parker Again.mp3,./Music/chun yin yue/影视原声/Hachi 电影原声 - Hachi Waiting For Parker Again.mp3,.mp3,2779827,Hachiko: A Dog´s Story,Jan A P Kaczmarek,Hachi Waiting For Parker Again,2009-12-18,,171.5890218156228,,128.0
Hachi 电影原声 - Hachiko Runs Away.mp3,./Music/chun yin yue/影视原声/Hachi 电影原声 - Hachiko Runs Away.mp3,.mp3,4326250,Hachiko: A Dog´s Story,Jan A P Kaczmarek,Hachiko Runs Away,2009-12-18,,268.32521698334506,,128.0
Hachi 电影原声 - Jan A.P. Kaczmarek - Goodbye.mp3,./Music/chun yin yue/影视原声/Hachi 电影原声 - Jan A.P. Kaczmarek - Goodbye.mp3,.mp3,2122749,Hachiko: A Dog´s Story,Jan A P Kaczmarek,Goodbye,2009-12-18,,130.48920165767456,,128.0
Hachi 电影原声 - Parker And Hachi.mp3,./Music/chun yin yue/影视原声/Hachi 电影原声 - Parker And Hachi.mp3,.mp3,8328058,Hachiko:A Dog's Story(忠犬八公的故事),电影原声,Parker and Hachi,,,208.2291528443658,,320.0
Opening - 少林足球原声.mp3,./Music/chun yin yue/影视原声/Opening - 少林足球原声.mp3,.mp3,2510976,ÉÙÁÖ¥µ¥Ã¥«©`,°Ù¶ÈÌù°É¡¶Ï²»¶TVBÅäÀÖ¡·ÕûÀí,OPENING,    ,¥µ¥¦¥ó¥É¥È¥é¥Ã¥¯,104.59127671489783,1,192.0
somalia 1993 - hunger is the weapon.mp3,./Music/chun yin yue/影视原声/somalia 1993 - hunger is the weapon.mp3,.mp3,15833514,Black Hawk Down Complete Score Disc 1,Hans Zimmer,Somalia 1993 - Hunger Is The Weapon,2001,Soundtrack,395.78079999999994,1,320.0
Speak Softly Love.mp3,./Music/chun yin yue/影视原声/Speak Softly Love.mp3,.mp3,2769066,Plays The Movies Vol.3,,Speak Softly Love,2005-06-07,,170.0645867542419,,128.0
“HGW XX-7” from -The Lives Of Others-《窃听风暴》片尾曲（流畅）.mp3,./Music/chun yin yue/影视原声/“HGW XX-7” from -The Lives Of Others-《窃听风暴》片尾曲（流畅）.mp3,.mp3,5337249,,“HGW XX,7” from -The Lives Of Others-《窃听风暴》片尾曲（流畅）,,,333.568,,128.0
再见警察.mp3,./Music/chun yin yue/影视原声/再见警察.mp3,.mp3,2792026,,ÎÞ¼äµÀ,ÔÙ¼û¾¯²ì,,Other,116.35483896174937,,192.0
勇敢的心 电影主题曲.mp3,./Music/chun yin yue/影视原声/勇敢的心 电影主题曲.mp3,.mp3,3966324,BRAVEHEART,Movie,WOLF-MusicBox BRAVEHEART,2008,Other,247.70915485389943,1,128.0
原声大碟.-.[被解放的姜戈.-.Django.Unchained].专辑.(mp3).zip,./Music/chun yin yue/影视原声/原声大碟.-.[被解放的姜戈.-.Django.Unchained].专辑.(mp3).zip,.zip,130201939,,原声大碟.,.[被解放的姜戈.-.Django.Unchained].专辑.(mp3),,,,,
变形金刚 - Arrival To Earth.mp3,./Music/chun yin yue/影视原声/变形金刚 - Arrival To Earth.mp3,.mp3,3556477,Transformers,Steve Jablonsky,Arrival To Earth,2007,Soundtrack,199.29124161530396,12,141.65853658536585
布袋寅泰 - Battle Without Honor Or Humanity.mp3,./Music/chun yin yue/影视原声/布袋寅泰 - Battle Without Honor Or Humanity.mp3,.mp3,3589773,É±ËÀ±È¶û CD1                  ,"SOIL&PIMPSESSIONS,²¼´ü ÒúÌ©   ",BATTLE WITHOUT HONOR OR HUMANITY,2003,µçÓ°Ô­Éù¡¾Movie Soundtrack¡¿,148.77414010913876,21,192.0
影视原声 - 少林足球 - 葛利格索尔维琪之歌.mp3,./Music/chun yin yue/影视原声/影视原声 - 少林足球 - 葛利格索尔维琪之歌.mp3,.mp3,5375457,《周星驰电影配乐大全》电影原声,影视原声,葛利格索尔维琪之歌(影片 少林足球 出现点 阿梅向阿星告白之时),,,336.0104102148279,,128.0
杀死比尔 - Goodnight Moon Shivaree.mp3,./Music/chun yin yue/影视原声/杀死比尔 - Goodnight Moon Shivaree.mp3,.mp3,3904957,,É±ËÀ±È¶û,Goodnight Moon_Shivaree,,Other,244.2457111580264,,128.0
杀死比尔 Don't Let Me Be Misunderstood.mp3,./Music/chun yin yue/影视原声/杀死比尔 Don't Let Me Be Misunderstood.mp3,.mp3,10086453,Kill Bill Volume 1,Santa Esmeralda,Don't Let Me Be Misunderstood,,Soundtrack,630.6271177499242,10,128.0
杀死比尔 孤独的牧羊人.mp3,./Music/chun yin yue/影视原声/杀死比尔 孤独的牧羊人.mp3,.mp3,4263688,É±ËÀ±È¶û-µçÓ°Ô­Éùµú,É±ËÀ±,¹Â¶ÀµÄÄ,,Other,266.3184923347329,14,128.0
燃情岁月.mp3,./Music/chun yin yue/影视原声/燃情岁月.mp3,.mp3,12840346,,È¼ÇéËêÔÂ,THE LUDLOWS,2001,Other,320.75479539746647,,319.8048780487805
电影原声 - 只要为你活一天.mp3,./Music/chun yin yue/影视原声/电影原声 - 只要为你活一天.mp3,.mp3,3942720,,电影原声,只要为你活一天,,,164.27466666666666,,192.0
笑傲江湖、笑傲江湖 - 收藏.mp3,./Music/chun yin yue/影视原声/笑傲江湖、笑傲江湖 - 收藏.mp3,.mp3,1563831,¡¶Ð¦°Á½­ºþ¡·¸Û°æ£¨TVB£©,ñÄñÄÓÚËÂ ÊÕ²Ø,Ð¦°Á½­ºþ,93,Other,130.212,2,96.0
辛德勒的名单.mp3,./Music/chun yin yue/影视原声/辛德勒的名单.mp3,.mp3,7383471,µçÓ°ÖÐµÄ¹Åµä,µçÓ°ÖÐµÄ¹Åµä,ÐÁµÂÀÕµÄÃûµ¥: ÐÁµÂÀÕµÄÃûµ¥Ö÷ÌâÇú/ÍþÁ®Ë¹,,Classical,307.6860659260514,3,192.0
